top_category,enabled,category_path,title,xml_url,local_xml_url,html_url,type,priority,status,tags,language,cadence,owner,notes,last_update,last_checked,核心价值,信息密度,原创性,时效性,主要内容形式,情绪影响,适合使用场景,噪音程度,source_comment
Articles,Y,,极客公园,https://wechat2rss.xlab.app/feed/1a5aec98e71c707c8ca092bc2c255b9d4bac477d.xml,,https://wechat2rss.xlab.app/feed/1a5aec98e71c707c8ca092bc2c255b9d4bac477d.xml,rss,P2,active,科技、产品、创业、资讯,zh,日更,,,13小时前,2026-05-01,科技产品与商业前沿新闻,中,中,强,短资讯、观点评论,带来FOMO,日常浏览,中,
SocialMedia,Y,,图书推荐 – 书伴,https://macmini-rsshub.tail99ecfa.ts.net/bookfere/books,http://127.0.0.1:1200/bookfere/books,https://bookfere.com/category/books,rss,P2,active,读书、生活方式,zh,不定,,,279天前,2026-05-01,精选图书推荐，拓展阅读视野,中,中,弱,深度文章、书评,提供启发,周末阅读、情绪放松,低,imported from myrss.tailscale.opml
SocialMedia,Y,,每周一书 – 书伴,https://macmini-rsshub.tail99ecfa.ts.net/bookfere/weekly,http://127.0.0.1:1200/bookfere/weekly,https://bookfere.com/category/weekly,rss,P2,active,读书、生活方式,zh,周刊,,,1181天前,2026-05-01,每周一本好书推荐,中,中,弱,书评,提供启发,周末阅读、情绪放松,低,imported from myrss.tailscale.opml
SocialMedia,Y,,笔记交流站 - 即刻圈子,https://macmini-rsshub.tail99ecfa.ts.net/jike/topic/660165c504703c909c6d8b2e,http://127.0.0.1:1200/jike/topic/660165c504703c909c6d8b2e,https://m.okjike.com/topics/660165c504703c909c6d8b2e,rss,P2,active,生活方式、学习,zh,日更,,,4天前,2026-05-01,即刻笔记爱好者交流社区，学习笔记与知识管理技巧,低,中,强,碎片动态,放松,日常浏览,高,imported from myrss.tailscale.opml
SocialMedia,Y,资讯,你不知道的行业内幕 - 即刻圈子,https://macmini-rsshub.tail99ecfa.ts.net/jike/topic/5699f451d3e8351200bffdc8,http://127.0.0.1:1200/jike/topic/5699f451d3e8351200bffdc8,https://m.okjike.com/topics/5699f451d3e8351200bffdc8,rss,P2,active,社会、娱乐,zh,日更,,,4小时前,2026-05-01,各行业内幕秘密与冷知识分享,低,中,强,碎片动态,八卦、放松,日常浏览,高,imported from myrss.tailscale.opml
SocialMedia,Y,,Mike Krieger(@mikeyk),https://api.xgo.ing/rss/user/78d7b99318b04b309b04000f7e24da29,,https://x.com/mikeyk,rss,P2,active,AI、科技,en,日更,,,14天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Richard Socher(@RichardSocher),https://api.xgo.ing/rss/user/4d2d4165a7524217a08d3f57f27fa190,,https://x.com/RichardSocher,rss,P2,active,AI、科技,en,日更,,,9小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Hugging Face(@huggingface),https://api.xgo.ing/rss/user/fc16750ce50741f1b1f05ea1fb29436f,,https://x.com/huggingface,rss,P2,active,AI、科技,en,日更,,,7天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,小互(@imxiaohu),https://api.xgo.ing/rss/user/74e542992cf7441390c708f5601071d4,,https://x.com/imxiaohu,rss,P2,active,AI、科技、编程,zh,日更,,,5小时前,2026-05-01,AI与编程领域的最新动态与深度观点,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,AI at Meta(@AIatMeta),https://api.xgo.ing/rss/user/ef7c70f9568d45f4915169fef4ce90b4,,https://x.com/AIatMeta,rss,P2,active,AI、科技、产品,,,,,7天前,2026-05-02,围绕 AI 进展、应用与行业变化提供持续观察，适合把握技术与产品方向。,高,中,中,碎片动态、短资讯,提供启发，偶尔带来一点 FOMO,日常浏览、项目调研、学习积累,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Mistral AI(@MistralAI),https://api.xgo.ing/rss/user/8d2d03aea8af49818096da4ea00409d1,,https://x.com/MistralAI,rss,P2,active,AI、科技,en,日更,,,14小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,xAI(@xai),https://api.xgo.ing/rss/user/3953aa71e87a422eb9d7bf6ff1c7c43e,,https://x.com/xai,rss,P2,active,AI、科技,en,日更,,,7天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Dia(@diabrowser),https://api.xgo.ing/rss/user/6384ee3c656c48fea5e8b3cdacece4d0,,https://x.com/diabrowser,rss,P2,active,AI、科技,en,日更,,,35天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,AI Breakfast(@AiBreakfast),https://api.xgo.ing/rss/user/0e3ebaf288014c45b0d24b71fe37312b,,https://x.com/AiBreakfast,rss,P2,active,AI、科技,en,日更,,,4天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,DeepSeek(@deepseek_ai),https://api.xgo.ing/rss/user/68b610deb24b47ae9a236811563cda86,,https://x.com/deepseek_ai,rss,P2,active,AI、科技,en,日更,,,2天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Jim Fan(@DrJimFan),https://api.xgo.ing/rss/user/c6cfe7c0d6b74849997073233fdea840,,https://x.com/DrJimFan,rss,P2,active,AI、科技,en,日更,,,29天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Akshay Kothari(@akothari),https://api.xgo.ing/rss/user/3434c0d56ee0446f991fb6af42bfac4b,,https://x.com/akothari,rss,P2,active,Notion、产品、设计,en,日更,,,7小时前,2026-05-01,Notion联合创始人的产品与创业思考,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,歸藏(guizang.ai)(@op7418),https://api.xgo.ing/rss/user/831fac36aa0a49a9af79f35dc1c9b5d9,,https://x.com/op7418,rss,P2,active,AI、产品、资讯,zh,日更,,,8小时前,2026-05-01,AI产品与行业资讯精选，一手的AI动态汇总,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Notion(@NotionHQ),https://api.xgo.ing/rss/user/f97a26863aec4425b021720d4f8e4ede,,https://x.com/NotionHQ,rss,P2,active,AI、科技,en,日更,,,16小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Replicate(@replicate),https://api.xgo.ing/rss/user/12eba9c3db4940c5ab2a72bd00f9ff2c,,https://x.com/replicate,rss,P2,active,AI、科技,en,日更,,,23小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,lmarena.ai(@lmarena_ai),https://api.xgo.ing/rss/user/f01b088d5a39473e854b07143df77ec5,,https://x.com/lmarena_ai,rss,P2,active,AI、科技,en,日更,,,14小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Poe(@poe_platform),https://api.xgo.ing/rss/user/17687b1051204b2dbaed4ea4c9178f28,,https://x.com/poe_platform,rss,P2,active,AI、科技,en,日更,,,6天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Ray Dalio(@RayDalio),https://api.xgo.ing/rss/user/4838204097ed422eac24ad48e68dc3ff,,https://x.com/RayDalio,rss,P2,active,投资、经济、宏观,en,日更,,,17小时前,2026-05-01,全球宏观经济与投资策略洞察,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Arthur Mensch(@arthurmensch),https://api.xgo.ing/rss/user/d8121d969fb34c7daad2dd2aac4ba270,,https://x.com/arthurmensch,rss,P2,active,AI、创业、Mistral,en,日更,,,45天前,2026-05-01,Mistral AI联合创始人的前沿思考与公司动态,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Paul Graham(@paulg),https://api.xgo.ing/rss/user/900549ddadf04e839d3f7a17ebaba3fc,,https://x.com/paulg,rss,P2,active,创业、编程、科技,en,日更,,,20小时前,2026-05-01,硅谷创业思想家的深度思考,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Browser Use(@browser_use),https://api.xgo.ing/rss/user/b8d7530f0b294405825013bbc1cc198f,,https://x.com/browser_use,rss,P2,active,AI、科技,en,日更,,,13小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,The Rundown AI(@TheRundownAI),https://api.xgo.ing/rss/user/83b1ea38940b4a1d81ea57d1ffb12ad7,,https://x.com/TheRundownAI,rss,P2,active,AI、科技,en,日更,,,3小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,AI Will(@FinanceYF5),https://api.xgo.ing/rss/user/aa74321087f9405a872fd9a76b743bf8,,https://x.com/FinanceYF5,rss,P2,active,AI、科技,en,日更,,,1天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Guillermo Rauch(@rauchg),https://api.xgo.ing/rss/user/e8750659b8154dbfa0489f451e044af1,,https://x.com/rauchg,rss,P2,active,AI、科技,en,日更,,,16小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,向阳乔木(@vista8),https://api.xgo.ing/rss/user/9de19c78f7454ad08c956c1a00d237fe,,https://x.com/vista8,rss,P2,active,时事、评论、社会,zh,日更,,,1小时前,2026-05-01,社会时事观察与评论,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Nick St. Pierre(@nickfloats),https://api.xgo.ing/rss/user/6ebdf0d91eef4c149acd0ef110635866,,https://x.com/nickfloats,rss,P2,active,AI、科技,en,日更,,,6天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Sahil Lavingia(@shl),https://api.xgo.ing/rss/user/baad3713defe4182844d2756b4c2c9ed,,https://x.com/shl,rss,P2,active,创业、独立开发、Gumroad,en,日更,,,23小时前,2026-05-01,Gumroad创始人的独立创业心得,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Jan Leike(@janleike),https://api.xgo.ing/rss/user/dceb5cd131b34c72a8376cba8ea5d864,,https://x.com/janleike,rss,P2,active,AI、科技,en,日更,,,16天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Gary Marcus(@GaryMarcus),https://api.xgo.ing/rss/user/35a38c5646d946fb894d8c30c1d9629e,,https://x.com/GaryMarcus,rss,P2,active,AI、科技,en,日更,,,10小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Monica_IM(@hey_im_monica),https://api.xgo.ing/rss/user/5d749cc613ec4069bb2a47334739e1b6,,https://x.com/hey_im_monica,rss,P2,active,AI、科技,en,日更,,,8天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Lenny Rachitsky(@lennysan),https://api.xgo.ing/rss/user/77d5ce4736854b0ebae603e4b54d3095,,https://x.com/lennysan,rss,P2,active,AI、科技,en,日更,,,18小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Kling AI(@Kling_ai),https://api.xgo.ing/rss/user/564237c3de274d58a04f064920817888,,https://x.com/Kling_ai,rss,P2,active,AI、视频生成、多媒体,en,日更,,,11小时前,2026-05-01,快手可灵AI视频生成的最新动态,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Lilian Weng(@lilianweng),https://api.xgo.ing/rss/user/a8f7e2238039461cbc8bf55f5f194498,,https://x.com/lilianweng,rss,P2,active,AI、科技,en,日更,,,51天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Aadit Sheth(@aaditsh),https://api.xgo.ing/rss/user/179bcc4b8e5d4274b6e9e935f9fd4434,,https://x.com/aaditsh,rss,P2,active,AI、科技,en,日更,,,5小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Augment Code(@augmentcode),https://api.xgo.ing/rss/user/e153fdd077df458b8298d975c060dcc3,,https://x.com/augmentcode,rss,P2,active,AI、科技,en,日更,,,19小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Skywork(@Skywork_ai),https://api.xgo.ing/rss/user/6d7d398dd80b48d79669c92745d32cf6,,https://x.com/Skywork_ai,rss,P2,active,AI、科技,en,日更,,,1天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Firecrawl(@firecrawl_dev),https://api.xgo.ing/rss/user/c04abb206bbf4f91b22795024d6c0614,,https://x.com/firecrawl_dev,rss,P2,active,AI、科技,en,日更,,,21小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Adam D'Angelo(@adamdangelo),https://api.xgo.ing/rss/user/3042b6f912b24f64982cc23f7bd59681,,https://x.com/adamdangelo,rss,P2,active,AI、科技,en,日更,,,2天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Suhail(@Suhail),https://api.xgo.ing/rss/user/c961547e08df4396b3ab69367a07a1cd,,https://x.com/Suhail,rss,P2,active,AI、科技,en,日更,,,41天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Sualeh Asif(@sualehasif996),https://api.xgo.ing/rss/user/fafa6df3c67644b1a367a177240e0173,,https://x.com/sualehasif996,rss,P2,active,AI、科技,en,日更,,,9天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
